,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
17149,0.476,0.558,1.0,-8.626,1.0,0.06,0.0148,6.14e-06,0.486,0.836,160.469
17150,0.331,0.77,6.0,-6.91,1.0,0.0319,0.00126,0.0,0.115,0.393,170.805
17151,0.516,0.951,7.0,-4.696,1.0,0.0352,0.00226,2.34e-06,0.363,0.723,88.46
17152,0.423,0.848,4.0,-6.3,1.0,0.0349,3.39e-05,0.000152,0.0775,0.658,175.838
17153,0.524,0.977,6.0,-4.758,0.0,0.128,0.0172,0.0,0.0681,0.368,116.783
17154,0.467,0.2,5.0,-16.078,1.0,0.0364,0.982,0.893,0.119,0.302,143.184
17155,0.404,0.31,0.0,-13.154,1.0,0.0321,0.896,0.79,0.0992,0.316,79.136
17156,0.38,0.155,9.0,-14.612,0.0,0.0342,0.984,0.868,0.144,0.134,65.016
17157,0.375,0.105,2.0,-15.4,0.0,0.0376,0.959,0.885,0.0965,0.178,78.022
17158,0.405,0.323,0.0,-12.703,1.0,0.0325,0.958,0.903,0.125,0.237,145.485
17159,0.418,0.207,10.0,-14.551,1.0,0.0367,0.966,0.831,0.0991,0.435,146.453
17160,0.469,0.0397,2.0,-20.545,1.0,0.0534,0.988,0.875,0.113,0.126,104.325
17161,0.321,0.236,9.0,-15.208,0.0,0.0369,0.961,0.85,0.681,0.0655,144.739
17162,0.37,0.273,7.0,-14.078,1.0,0.0418,0.976,0.893,0.105,0.246,143.018
17163,0.296,0.251,0.0,-16.514,1.0,0.0392,0.915,0.866,0.247,0.458,146.418
17164,0.378,0.241,0.0,-17.473,1.0,0.0469,0.948,0.84,0.1,0.405,114.126
17165,0.718,0.477,2.0,-12.052,0.0,0.0394,0.789,0.276,0.171,0.484,140.021
17166,0.595,0.505,1.0,-7.392,1.0,0.0256,0.422,0.0,0.369,0.272,113.856
17167,0.523,0.26,1.0,-12.904,1.0,0.027,0.824,1.28e-05,0.138,0.164,95.354
17168,0.568,0.18,2.0,-16.387,1.0,0.0356,0.412,9.29e-06,0.0999,0.127,135.088
17169,0.647,0.461,7.0,-14.33,1.0,0.027,0.438,8.2e-05,0.115,0.626,135.694
17170,0.244,0.215,9.0,-15.209,0.0,0.0328,0.959,0.737,0.12,0.297,78.221
17171,0.302,0.302,2.0,-12.103,1.0,0.0334,0.689,3.72e-06,0.138,0.272,86.98
17172,0.637,0.548,1.0,-8.543,1.0,0.032,0.694,3.63e-06,0.083,0.665,71.793
17173,0.252,0.222,3.0,-18.182,1.0,0.0436,0.976,0.862,0.152,0.259,171.137
17174,0.446,0.015,2.0,-20.292,1.0,0.107,0.988,0.916,0.123,0.346,79.718
17175,0.4,0.0701,2.0,-23.313,1.0,0.0607,0.979,0.919,0.111,0.214,116.456
17176,0.394,0.174,0.0,-17.132,1.0,0.0633,0.969,0.918,0.103,0.364,131.18
17177,0.398,0.0384,0.0,-25.879,0.0,0.0608,0.987,0.949,0.0809,0.0755,109.625
17178,0.4,0.042,7.0,-19.308,1.0,0.0756,0.974,0.894,0.0873,0.253,136.423
17179,0.294,0.0946,9.0,-19.692,1.0,0.0467,0.983,0.901,0.113,0.296,94.223
17180,0.434,0.0115,3.0,-21.648,1.0,0.0633,0.992,0.952,0.136,0.548,64.911
17181,0.368,0.0954,5.0,-19.298,1.0,0.062,0.985,0.919,0.116,0.211,120.501
17182,0.309,0.151,3.0,-20.377,1.0,0.056,0.981,0.926,0.175,0.147,140.77
17183,0.173,0.327,11.0,-12.532,1.0,0.0322,0.744,0.0183,0.199,0.0396,69.209
17184,0.386,0.0222,5.0,-20.065,1.0,0.0391,0.972,0.898,0.0824,0.114,69.77
17185,0.216,0.115,7.0,-18.3,1.0,0.0368,0.906,0.378,0.131,0.039,135.132
17186,0.424,0.032,3.0,-19.727,1.0,0.0455,0.983,0.948,0.137,0.199,102.146
17187,0.449,0.101,10.0,-19.796,1.0,0.0373,0.971,0.372,0.352,0.232,118.679
17188,0.369,0.0599,10.0,-21.753,1.0,0.0476,0.993,0.923,0.0825,0.286,79.23
17189,0.385,0.0298,7.0,-19.777,1.0,0.0632,0.986,0.893,0.124,0.183,68.465
17190,0.522,0.0298,7.0,-20.992,1.0,0.0549,0.991,0.941,0.114,0.285,127.767
17191,0.382,0.245,10.0,-12.991,1.0,0.035,0.927,0.88,0.111,0.177,151.702
17192,0.337,0.1,0.0,-20.593,1.0,0.0317,0.983,0.898,0.36,0.132,106.628
17193,0.633,0.101,5.0,-18.682,1.0,0.0397,0.98,0.905,0.103,0.0875,119.988
17194,0.146,0.113,5.0,-20.495,1.0,0.0382,0.955,0.981,0.161,0.0864,86.654
17195,0.152,0.108,4.0,-20.954,0.0,0.0379,0.906,0.95,0.114,0.0672,64.12
17196,0.399,0.026,0.0,-22.461,1.0,0.0384,0.916,0.513,0.0877,0.0384,136.352
17197,0.302,0.0259,7.0,-22.401,1.0,0.0348,0.983,0.856,0.0925,0.0472,140.115
17198,0.302,0.0249,0.0,-20.788,1.0,0.0335,0.982,0.909,0.0702,0.0395,138.69
17199,0.331,0.122,3.0,-20.56,1.0,0.0332,0.788,0.958,0.103,0.0691,118.577
17200,0.231,0.0929,7.0,-19.377,1.0,0.0331,0.887,0.955,0.098,0.0414,99.243
17201,0.539,0.0336,10.0,-22.062,1.0,0.0356,0.988,0.902,0.0846,0.0799,136.372
17202,0.289,0.0693,5.0,-21.524,1.0,0.0331,0.946,0.865,0.0847,0.0749,146.732
17203,0.314,0.0259,5.0,-23.612,1.0,0.0386,0.972,0.888,0.0865,0.0407,70.651
17204,0.397,0.0677,0.0,-20.467,1.0,0.0495,0.991,0.884,0.113,0.152,134.875
17205,0.662,0.928,2.0,-4.688,1.0,0.377,0.00324,0.0,0.17,0.775,90.509
17206,0.805,0.738,0.0,-5.969,1.0,0.224,0.0255,0.0,0.243,0.642,110.868
17207,0.707,0.683,0.0,-8.728,1.0,0.0683,0.184,0.00108,0.108,0.567,116.009
17208,0.814,0.695,6.0,-6.561,0.0,0.237,0.00209,0.000126,0.161,0.505,97.182
17209,0.368,0.889,10.0,-1.751,0.0,0.0763,0.0315,0.0132,0.124,0.186,96.227
17210,0.744,0.708,0.0,-6.098,0.0,0.0423,0.0367,0.0236,0.0795,0.677,94.99
17211,0.511,0.915,11.0,-4.533,1.0,0.456,0.495,0.0,0.321,0.623,177.492
17212,0.871,0.657,1.0,-7.485,1.0,0.268,0.00141,0.0,0.176,0.402,90.114
17213,0.788,0.672,8.0,-9.491,0.0,0.388,0.134,0.000153,0.0975,0.804,177.093
17214,0.854,0.738,6.0,-7.284,0.0,0.244,0.0581,0.0,0.106,0.847,100.0
17215,0.883,0.622,11.0,-7.968,1.0,0.35,0.0266,0.0,0.0869,0.499,92.969
17216,0.642,0.833,1.0,-7.072,1.0,0.239,0.107,0.000109,0.0308,0.97,193.917
17217,0.844,0.584,8.0,-6.544,1.0,0.233,0.112,0.0,0.276,0.584,159.692
17218,0.911,0.551,8.0,-3.75,0.0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887
17219,0.854,0.705,1.0,-8.314,1.0,0.298,0.0262,0.0,0.0336,0.701,99.989
17220,0.829,0.684,6.0,-6.473,1.0,0.0606,0.102,0.0,0.348,0.731,107.985
17221,0.652,0.88,1.0,-6.602,0.0,0.301,0.0324,0.0,0.182,0.853,93.379
17222,0.861,0.795,1.0,-4.976,0.0,0.288,0.0228,0.0,0.142,0.924,107.95
17223,0.687,0.73,11.0,-5.772,1.0,0.105,0.0036,0.658,0.444,0.207,126.072
17224,0.543,0.985,6.0,-2.345,0.0,0.0518,0.000329,0.00157,0.362,0.37,104.992
17225,0.521,0.961,1.0,-2.338,0.0,0.0611,0.00126,0.0,0.0782,0.331,103.027
17226,0.493,0.895,9.0,-2.716,1.0,0.0562,0.000461,0.000531,0.122,0.359,149.962
17227,0.425,0.961,1.0,-3.126,0.0,0.0517,0.00801,8.71e-06,0.246,0.539,195.981
17228,0.576,0.976,9.0,-2.167,1.0,0.0471,0.000438,0.00185,0.0612,0.531,102.043
17229,0.512,0.956,8.0,-2.195,0.0,0.0336,0.000263,1.98e-06,0.0605,0.518,93.979
17230,0.542,0.965,9.0,-2.673,1.0,0.0405,0.000389,0.0012,0.238,0.411,103.03
17231,0.428,0.949,1.0,-2.736,0.0,0.0536,0.000418,4.95e-06,0.117,0.754,176.113
17232,0.546,0.945,1.0,-2.406,0.0,0.0417,0.000235,0.0,0.209,0.825,124.98
17233,0.406,0.942,6.0,-1.976,0.0,0.0441,7.68e-05,5.55e-06,0.324,0.677,176.006
17234,0.439,0.762,1.0,-4.178,0.0,0.0343,0.0285,0.0,0.106,0.273,150.106
17235,0.368,0.981,2.0,-4.084,0.0,0.12,2.02e-05,0.00549,0.129,0.277,165.018
17236,0.478,0.994,1.0,-2.569,1.0,0.205,1.87e-05,0.00762,0.15,0.208,115.017
17237,0.515,0.993,3.0,-3.237,0.0,0.113,0.000646,0.000306,0.702,0.343,124.999
17238,0.314,0.975,7.0,-3.412,0.0,0.0634,5.86e-06,0.000401,0.0658,0.208,148.338
17239,0.345,0.987,7.0,-2.47,1.0,0.0674,9.64e-05,1.38e-05,0.304,0.239,180.027
17240,0.409,0.991,1.0,-2.904,0.0,0.125,5.36e-06,0.000134,0.0672,0.392,149.965
17241,0.294,0.99,1.0,-2.728,0.0,0.116,1.97e-05,9.72e-05,0.0895,0.176,174.972
17242,0.497,0.99,6.0,-2.545,0.0,0.117,8.34e-05,0.000104,0.335,0.368,99.989
17243,0.359,0.978,2.0,-2.725,1.0,0.0779,1.2e-05,0.000748,0.066,0.292,99.346
17244,0.0954,0.208,0.0,-18.714,0.0,0.0397,0.118,0.826,0.113,0.146,78.858
17245,0.47,0.994,10.0,-2.11,1.0,0.126,9.67e-05,0.000184,0.13,0.221,115.015
17246,0.41,0.995,1.0,-1.97,0.0,0.116,1.36e-05,0.000123,0.329,0.293,92.062
17247,0.482,0.942,0.0,-3.312,0.0,0.0715,8.01e-05,0.00246,0.301,0.221,130.013
17248,0.491,0.993,10.0,-3.847,0.0,0.0953,4.49e-05,0.0263,0.374,0.136,124.973
17249,0.569,0.883,2.0,-4.41,0.0,0.0747,8.07e-05,7.74e-05,0.0883,0.373,134.003
17250,0.438,0.964,0.0,-3.334,1.0,0.115,0.000251,0.0,0.247,0.289,173.047
17251,0.3,0.971,7.0,-3.118,1.0,0.142,0.000456,0.0,0.283,0.336,184.536
17252,0.312,0.83,11.0,-3.881,0.0,0.0364,5.02e-05,0.00122,0.148,0.331,133.712
17253,0.365,0.952,8.0,-3.082,1.0,0.0786,3.91e-05,0.00103,0.379,0.431,180.063
17254,0.313,0.97,7.0,-3.509,1.0,0.0643,2.2e-05,0.00471,0.118,0.0799,118.951
17255,0.474,0.936,4.0,-3.572,0.0,0.0406,5.96e-05,0.0,0.195,0.349,94.299
17256,0.445,0.872,3.0,-4.205,1.0,0.0443,8.38e-05,3.36e-06,0.229,0.211,142.035
17257,0.309,0.933,7.0,-3.943,0.0,0.083,0.000137,1.61e-05,0.315,0.349,93.217
17258,0.333,0.955,7.0,-3.366,1.0,0.0807,0.000205,6.3e-05,0.434,0.303,181.982
17259,0.449,0.939,4.0,-3.523,0.0,0.0777,2.91e-05,8.25e-05,0.625,0.189,101.669
17260,0.359,0.994,2.0,-4.232,1.0,0.084,0.000116,5.89e-06,0.0816,0.16,100.146
17261,0.251,0.989,2.0,-3.101,1.0,0.0915,0.000134,0.000101,0.372,0.539,196.224
17262,0.24,0.968,0.0,-3.669,0.0,0.109,0.000996,0.000106,0.119,0.119,89.686
17263,0.306,0.995,2.0,-3.203,1.0,0.1,2.98e-05,0.00859,0.254,0.135,127.908
17264,0.417,0.992,7.0,-2.979,1.0,0.0876,0.000168,9.82e-05,0.319,0.473,98.22
17265,0.433,0.931,7.0,-4.178,0.0,0.0881,0.000456,1.98e-05,0.0723,0.544,93.346
17266,0.274,0.98,7.0,-4.768,1.0,0.0991,5.62e-05,0.00029,0.42,0.093,117.548
17267,0.248,0.965,2.0,-4.57,0.0,0.0721,0.000167,0.000135,0.0957,0.366,116.206
17268,0.356,0.989,0.0,-2.621,0.0,0.0807,0.000207,4.65e-06,0.0421,0.452,102.019
17269,0.368,0.99,7.0,-3.219,1.0,0.0529,0.000192,5.54e-05,0.293,0.663,100.032
17270,0.377,0.902,0.0,-5.305,1.0,0.0776,0.000222,0.00555,0.397,0.353,156.123
17271,0.295,0.562,2.0,-8.686,1.0,0.0358,0.031,0.0,0.0968,0.514,87.067
17272,0.512,0.987,2.0,-4.115,1.0,0.0864,0.00029,0.000117,0.27,0.179,118.007
17273,0.414,0.958,5.0,-5.587,0.0,0.15,0.000121,0.000351,0.382,0.259,199.893
17274,0.197,0.973,4.0,-3.261,0.0,0.131,0.000663,0.000356,0.538,0.0383,111.206
17275,0.217,0.15,5.0,-17.299,1.0,0.0423,0.45,0.979,0.65,0.0342,71.141
17276,0.441,0.994,5.0,-4.138,1.0,0.114,1.51e-05,9.68e-06,0.368,0.19,140.053
17277,0.271,0.992,7.0,-3.764,1.0,0.116,1.49e-05,1.63e-05,0.328,0.42,173.721
17278,0.29,0.977,0.0,-3.209,0.0,0.0846,0.000111,0.0,0.32,0.487,182.241
17279,0.295,0.98,2.0,-4.075,0.0,0.0854,3.21e-05,0.0,0.359,0.283,134.335
17280,0.365,0.997,7.0,-3.203,1.0,0.0935,2.1e-05,1.09e-06,0.347,0.385,176.036
17281,0.468,0.976,7.0,-4.013,0.0,0.0732,5.29e-05,0.00195,0.0931,0.545,146.066
17282,0.264,0.981,8.0,-3.916,1.0,0.123,1.8e-05,0.000176,0.0649,0.381,132.654
17283,0.429,0.993,0.0,-3.454,1.0,0.0962,2.96e-05,0.0,0.328,0.539,172.067
17284,0.372,0.966,5.0,-4.386,1.0,0.0459,1.4e-05,0.000817,0.341,0.464,109.604
17285,0.39,0.989,0.0,-3.49,1.0,0.0934,1.59e-05,1.05e-06,0.0223,0.588,185.095
17286,0.303,0.977,0.0,-4.69,0.0,0.0864,3.02e-05,1.68e-05,0.223,0.498,185.207
17287,0.351,0.986,8.0,-4.005,1.0,0.118,1.16e-05,0.0,0.282,0.584,165.114
17288,0.286,0.925,2.0,-5.094,0.0,0.0882,0.00194,0.000105,0.251,0.434,135.401
17289,0.249,0.978,2.0,-4.638,1.0,0.168,0.000251,6.19e-06,0.144,0.156,144.189
17290,0.148,0.902,2.0,-3.762,1.0,0.0611,0.000335,0.000155,0.581,0.151,169.772
17291,0.388,0.99,10.0,-0.692,1.0,0.0756,1.3e-05,0.0228,0.352,0.171,165.05
17292,0.337,0.897,7.0,-5.34,1.0,0.068,1.47e-05,0.0186,0.127,0.383,97.14
17293,0.257,0.989,2.0,-5.005,1.0,0.127,4.46e-05,0.0167,0.358,0.0935,121.061
17294,0.286,0.989,2.0,-5.272,1.0,0.125,4.65e-05,0.00124,0.197,0.0614,110.73
17295,0.25,0.969,1.0,-4.638,1.0,0.113,1.71e-05,0.0851,0.0916,0.124,192.177
17296,0.389,0.959,9.0,-6.871,1.0,0.0865,0.000291,0.0172,0.354,0.14,155.006
17297,0.367,0.983,9.0,-5.232,1.0,0.0875,7.56e-06,0.0208,0.193,0.0394,111.84
17298,0.304,0.837,7.0,-5.932,0.0,0.0399,0.000879,0.00529,0.111,0.282,110.089
17299,0.348,0.978,9.0,-4.589,1.0,0.0726,3.25e-05,0.0439,0.345,0.229,199.939
17300,0.442,0.961,1.0,-5.547,0.0,0.0658,7.66e-05,0.0409,0.119,0.196,92.026
17301,0.291,0.975,2.0,-4.782,1.0,0.0867,0.000293,0.000613,0.344,0.147,117.511
17302,0.262,0.966,9.0,-5.883,1.0,0.092,1.85e-05,0.0868,0.108,0.0806,127.229
17303,0.175,0.96,1.0,-5.361,1.0,0.0899,9.18e-05,0.0188,0.316,0.203,198.031
17304,0.486,0.98,2.0,-5.613,1.0,0.0459,2.51e-05,0.016,0.332,0.132,112.993
17305,0.48,0.955,9.0,-3.702,1.0,0.0395,0.000298,0.0107,0.477,0.658,155.019
17306,0.543,0.988,2.0,-2.672,0.0,0.0906,1.08e-05,0.000855,0.317,0.245,108.058
17307,0.777,0.67,11.0,-6.59,1.0,0.0484,0.177,0.0,0.247,0.946,127.961
17308,0.735,0.684,2.0,-6.842,1.0,0.045,0.000175,0.0,0.113,0.273,84.98
17309,0.919,0.452,1.0,-8.78,1.0,0.122,0.488,0.0,0.159,0.595,100.003
17310,0.624,0.835,8.0,-7.158,1.0,0.0848,0.000793,0.0,0.382,0.51,156.086
17311,0.708,0.647,11.0,-6.128,1.0,0.0298,0.117,0.0,0.111,0.654,129.95
17312,0.56,0.81,0.0,-8.029,0.0,0.0872,0.0071,7.93e-06,0.241,0.247,170.044
17313,0.752,0.148,7.0,-15.687,1.0,0.0374,0.632,0.00166,0.274,0.379,119.023
17314,0.465,0.586,11.0,-6.715,0.0,0.079,0.34,0.0,0.113,0.324,139.847
17315,0.635,0.721,10.0,-4.811,0.0,0.049,0.0324,0.0,0.222,0.499,148.064
17316,0.803,0.636,10.0,-6.004,1.0,0.307,0.107,0.0,0.0903,0.324,140.006
17317,0.633,0.524,1.0,-10.111,0.0,0.134,0.362,0.000146,0.108,0.375,85.016
17318,0.453,0.427,7.0,-9.039,1.0,0.0324,0.00346,1.86e-05,0.0876,0.24,113.454
17319,0.666,0.782,11.0,-5.833,1.0,0.248,0.212,0.0,0.205,0.353,104.036
17320,0.571,0.481,9.0,-7.179,1.0,0.0444,0.697,0.0,0.089,0.0807,113.753
17321,0.734,0.624,7.0,-4.523,1.0,0.0967,0.569,0.0,0.683,0.612,99.806
17322,0.762,0.654,11.0,-6.989,0.0,0.0606,0.266,0.0,0.0973,0.193,130.096
17323,0.76,0.468,5.0,-6.847,0.0,0.0599,0.0116,0.0,0.113,0.209,143.036
17324,0.585,0.643,6.0,-6.615,0.0,0.0529,0.0104,0.0,0.493,0.351,157.015
17325,0.709,0.362,11.0,-9.814,1.0,0.055,0.157,0.0,0.109,0.113,122.043
17326,0.61,0.707,8.0,-5.029,1.0,0.0579,0.358,0.0,0.0538,0.669,157.975
17327,0.837,0.638,1.0,-6.085,0.0,0.0509,0.0203,0.0,0.0719,0.727,98.026
17328,0.42,0.614,9.0,-8.151,1.0,0.227,0.0392,0.0,0.0822,0.381,173.912
17329,0.608,0.568,8.0,-8.185,1.0,0.349,0.728,0.0,0.191,0.47,119.841
17330,0.461,0.599,8.0,-8.783,1.0,0.231,0.337,0.0,0.65,0.741,64.502
17331,0.59,0.887,1.0,-2.634,1.0,0.0353,0.0504,0.0,0.132,0.679,120.061
17332,0.559,0.766,11.0,-5.056,1.0,0.0295,0.0107,6.98e-05,0.194,0.723,145.26
17333,0.547,0.664,1.0,-5.622,1.0,0.028,0.0139,2.94e-06,0.077,0.551,138.048
17334,0.557,0.909,11.0,-3.405,1.0,0.0423,0.00769,0.0,0.317,0.857,152.13
17335,0.584,0.754,2.0,-7.417,1.0,0.0425,0.0457,3.12e-05,0.0762,0.695,123.988
17336,0.544,0.34,0.0,-8.95,1.0,0.0291,0.862,3.57e-06,0.0957,0.257,144.812
17337,0.512,0.68,5.0,-4.112,1.0,0.0278,0.606,0.0,0.175,0.26,156.038
17338,0.449,0.902,0.0,-5.482,1.0,0.0376,0.00103,0.000302,0.426,0.779,175.928
17339,0.586,0.759,7.0,-5.338,1.0,0.0457,0.1,0.0,0.084,0.687,184.031
17340,0.385,0.443,7.0,-9.627,0.0,0.0295,0.0632,0.0,0.0898,0.275,151.278
17341,0.604,0.811,10.0,-4.85,0.0,0.117,0.0202,0.0,0.347,0.669,149.991
17342,0.641,0.622,0.0,-9.153,1.0,0.0297,0.57,8.15e-05,0.0694,0.552,147.997
17343,0.638,0.827,1.0,-5.793,0.0,0.0389,0.0054,0.000288,0.0948,0.96,137.077
17344,0.646,0.882,4.0,-3.77,0.0,0.0371,0.097,0.0,0.311,0.544,101.997
17345,0.512,0.657,0.0,-7.875,1.0,0.0325,0.115,0.01,0.0897,0.27,164.029
17346,0.5,0.828,3.0,-4.245,0.0,0.047,0.00496,0.000669,0.0893,0.399,148.022
17347,0.446,0.722,2.0,-4.537,1.0,0.0349,0.00614,4.8e-05,0.127,0.389,76.131
17348,0.667,0.886,4.0,-5.12,1.0,0.0387,0.0265,0.0,0.0759,0.948,146.076
17349,0.523,0.834,6.0,-3.561,1.0,0.0281,0.254,0.0,0.393,0.445,92.99
17350,0.551,0.898,6.0,-3.518,1.0,0.0363,0.00394,0.000128,0.154,0.445,122.048
17351,0.573,0.614,7.0,-4.209,1.0,0.0253,0.0376,0.0,0.0684,0.701,159.891
17352,0.575,0.52,8.0,-6.568,1.0,0.0259,0.0506,0.0,0.0921,0.478,136.042
17353,0.61,0.867,4.0,-3.677,1.0,0.0332,0.0477,0.0,0.14,0.742,117.009
17354,0.521,0.661,7.0,-5.504,1.0,0.0286,0.14,0.0,0.188,0.692,169.909
17355,0.544,0.889,9.0,-3.777,1.0,0.0409,0.0917,0.0,0.48,0.85,150.011
17356,0.599,0.668,8.0,-5.247,1.0,0.0293,0.28,0.0,0.109,0.299,101.939
17357,0.683,0.418,4.0,-6.369,1.0,0.0323,0.467,0.0,0.129,0.212,121.707
17358,0.36,0.333,7.0,-8.491,1.0,0.0285,0.335,1.09e-06,0.114,0.17,74.53
17359,0.273,0.59,6.0,-4.997,1.0,0.0295,0.00254,1.07e-06,0.108,0.214,174.863
17360,0.449,0.633,2.0,-6.917,1.0,0.121,0.1,0.0,0.301,0.545,105.348
17361,0.562,0.747,6.0,-7.797,0.0,0.0525,0.368,8.39e-06,0.97,0.554,133.742
17362,0.484,0.754,6.0,-5.55,0.0,0.0532,0.237,0.0,0.105,0.52,169.906
17363,0.454,0.91,9.0,-5.544,1.0,0.21,0.0342,0.0,0.895,0.539,174.066
17364,0.5,0.81,9.0,-4.639,0.0,0.0887,0.433,1.54e-06,0.108,0.535,167.95
17365,0.598,0.777,11.0,-6.676,0.0,0.0396,0.183,0.0,0.111,0.821,159.942
17366,0.497,0.406,7.0,-7.851,0.0,0.0264,0.33,0.0,0.278,0.167,139.971
17367,0.528,0.773,0.0,-3.395,1.0,0.0331,0.0533,1.5e-05,0.34,0.48,143.816
17368,0.77,0.641,10.0,-6.077,0.0,0.035,0.0206,0.00023,0.106,0.639,96.98
17369,0.526,0.781,7.0,-3.673,1.0,0.0369,0.0613,0.0,0.121,0.358,142.06
17370,0.618,0.764,8.0,-7.086,1.0,0.0299,0.379,0.000211,0.108,0.447,87.012
17371,0.645,0.83,9.0,-4.39,1.0,0.0452,0.0192,0.0,0.18,0.471,99.965
17372,0.655,0.639,6.0,-5.238,1.0,0.0238,0.0237,0.0,0.345,0.441,102.957
17373,0.402,0.889,4.0,-4.793,1.0,0.0435,0.0113,0.0,0.283,0.582,158.048
17374,0.417,0.744,7.0,-6.251,1.0,0.0307,0.00145,0.0,0.178,0.552,151.981
17375,0.633,0.714,4.0,-5.788,1.0,0.068,0.209,0.0,0.104,0.682,88.002
17376,0.569,0.638,7.0,-6.557,1.0,0.0291,0.000547,0.0,0.0848,0.438,144.042
17377,0.557,0.886,6.0,-5.356,1.0,0.0302,0.0377,0.108,0.163,0.545,96.989
17378,0.501,0.966,8.0,-1.177,1.0,0.112,0.0796,0.0,0.0903,0.497,161.881
17379,0.534,0.666,9.0,-9.471,1.0,0.0335,0.0143,0.0615,0.113,0.59,87.401
17380,0.295,0.535,11.0,-9.539,1.0,0.0286,0.0503,0.00233,0.0963,0.24,149.559
17381,0.586,0.927,2.0,-3.014,1.0,0.0547,0.0164,7.24e-06,0.153,0.549,111.977
17382,0.488,0.833,11.0,-6.571,1.0,0.0437,0.0352,0.0172,0.34,0.751,174.006
17383,0.543,0.589,4.0,-9.496,1.0,0.0421,0.0236,2.99e-05,0.0798,0.255,129.813
17384,0.525,0.674,1.0,-6.053,1.0,0.0282,0.0405,0.0,0.339,0.431,147.978
17385,0.613,0.667,1.0,-6.874,0.0,0.029,0.356,1.29e-05,0.111,0.481,130.023
17386,0.529,0.891,8.0,-4.36,1.0,0.043,0.0457,0.0,0.0942,0.329,104.031
17387,0.614,0.805,7.0,-5.34,1.0,0.0439,0.00445,2.98e-05,0.0604,0.691,80.02
17388,0.507,0.617,9.0,-7.531,1.0,0.0317,0.25,0.0,0.307,0.412,75.052
17389,0.541,0.505,2.0,-8.067,1.0,0.0254,0.405,0.0,0.131,0.367,74.004
17390,0.426,0.0985,4.0,-10.76,1.0,0.0386,0.916,0.0,0.17,0.156,131.449
17391,0.592,0.0562,2.0,-14.344,1.0,0.0599,0.919,6.22e-06,0.111,0.266,127.005
17392,0.666,0.661,0.0,-7.509,0.0,0.0614,0.0738,0.0,0.102,0.694,92.013
17393,0.253,0.884,11.0,-3.581,0.0,0.114,0.000841,5.83e-05,0.0905,0.54,166.01
17394,0.418,0.879,9.0,-4.502,1.0,0.0366,0.193,0.0,0.171,0.805,189.994
17395,0.575,0.844,3.0,-1.772,0.0,0.0633,0.226,0.0,0.0538,0.542,87.007
17396,0.61,0.822,0.0,-4.422,1.0,0.0355,0.0171,1.88e-06,0.093,0.437,93.993
17397,0.655,0.768,4.0,-5.616,1.0,0.0365,0.385,0.000257,0.0733,0.431,92.021
17398,0.536,0.763,7.0,-2.481,1.0,0.0312,0.162,0.0,0.123,0.508,134.967
17399,0.565,0.787,2.0,-4.081,1.0,0.0381,0.0339,1.02e-06,0.0915,0.521,156.019
17400,0.512,0.545,2.0,-10.154,1.0,0.0294,0.111,0.00177,0.135,0.346,83.94
17401,0.567,0.839,6.0,-4.048,0.0,0.0698,0.0489,0.0,0.103,0.903,160.062
17402,0.616,0.697,3.0,-5.952,1.0,0.0295,0.326,2.18e-05,0.0827,0.68,148.93
17403,0.521,0.805,9.0,-4.481,1.0,0.0289,0.124,0.000219,0.33,0.527,141.967
17404,0.3,0.574,2.0,-5.126,1.0,0.0316,0.426,2.27e-05,0.0939,0.387,95.712
17405,0.505,0.903,1.0,-3.699,1.0,0.037,0.0356,0.0,0.127,0.491,88.986
17406,0.498,0.804,11.0,-3.995,1.0,0.0332,0.125,0.0,0.167,0.697,166.054
17407,0.608,0.841,11.0,-3.626,1.0,0.028,0.0028,0.0,0.0834,0.917,106.004
17408,0.528,0.928,3.0,-5.743,1.0,0.0456,0.0252,2.88e-06,0.0467,0.885,162.069
17409,0.531,0.746,11.0,-4.228,1.0,0.0329,0.0972,0.0,0.102,0.304,139.788
17410,0.456,0.874,10.0,-4.129,0.0,0.114,0.0595,1.12e-05,0.111,0.5,200.179
17411,0.576,0.892,0.0,-4.178,1.0,0.0392,0.12,0.0,0.131,0.522,123.074
17412,0.651,0.732,2.0,-8.037,1.0,0.0381,0.0164,1.58e-06,0.0925,0.638,85.023
17413,0.611,0.886,0.0,-4.673,1.0,0.0343,0.0551,1.1e-06,0.247,0.27,112.988
17414,0.652,0.654,1.0,-6.69,1.0,0.0377,0.252,0.000553,0.117,0.605,120.019
17415,0.447,0.38,1.0,-9.36,1.0,0.0495,0.869,0.0,0.103,0.155,139.144
17416,0.681,0.856,11.0,-5.166,0.0,0.0517,0.0224,0.0,0.188,0.755,132.011
17417,0.678,0.608,7.0,-5.924,1.0,0.0276,0.192,0.000926,0.1,0.725,80.52
17418,0.597,0.919,7.0,-2.954,1.0,0.044,0.000145,0.0,0.282,0.73,113.987
17419,0.531,0.712,9.0,-4.887,1.0,0.336,0.0666,0.0,0.399,0.648,101.43
17420,0.498,0.586,5.0,-9.308,1.0,0.0275,0.197,0.0,0.217,0.486,96.967
17421,0.677,0.823,11.0,-4.025,0.0,0.0293,0.0229,0.0,0.172,0.705,135.92
17422,0.547,0.815,1.0,-6.003,0.0,0.0645,0.0195,0.0,0.161,0.678,150.02
